topic,key,t_s,value
/planning/diagnostics,cycle_ms,39.208,13.187098
/control/diagnostics,cycle_time_ms,39.22,0.0
/control/diagnostics,cycle_time_ms,39.24,0.0
/control/diagnostics,cycle_time_ms,39.26,0.0
/control/diagnostics,cycle_time_ms,39.28,0.0
/control/diagnostics,cycle_time_ms,39.3,0.0
/planning/diagnostics,cycle_ms,39.306,11.146376
/control/diagnostics,cycle_time_ms,39.32,0.0
/control/diagnostics,cycle_time_ms,39.34,0.0
/control/diagnostics,cycle_time_ms,39.36,0.0
/control/diagnostics,cycle_time_ms,39.38,0.0
/control/diagnostics,cycle_time_ms,39.4,0.0
/planning/diagnostics,cycle_ms,39.409,13.708046
/control/diagnostics,cycle_time_ms,39.42,0.0
/control/diagnostics,cycle_time_ms,39.44,0.0
/control/diagnostics,cycle_time_ms,39.46,0.0
/control/diagnostics,cycle_time_ms,39.48,0.0
/control/diagnostics,cycle_time_ms,39.5,0.0
/planning/diagnostics,cycle_ms,39.511,14.680264
/control/diagnostics,cycle_time_ms,39.52,0.0
/control/diagnostics,cycle_time_ms,39.54,0.0
/control/diagnostics,cycle_time_ms,39.56,0.0
/control/diagnostics,cycle_time_ms,39.58,0.0
/control/diagnostics,cycle_time_ms,39.6,0.0
/planning/diagnostics,cycle_ms,39.611,15.33692
/control/diagnostics,cycle_time_ms,39.62,0.0
/control/diagnostics,cycle_time_ms,39.64,0.0
/control/diagnostics,cycle_time_ms,39.66,0.0
/control/diagnostics,cycle_time_ms,39.68,0.0
/control/diagnostics,cycle_time_ms,39.7,0.0
/planning/diagnostics,cycle_ms,39.71,10.83463
/control/diagnostics,cycle_time_ms,39.721000000000004,0.0
/control/diagnostics,cycle_time_ms,39.74,0.0
/control/diagnostics,cycle_time_ms,39.76,0.0
/control/diagnostics,cycle_time_ms,39.78,0.0
/control/diagnostics,cycle_time_ms,39.8,0.0
/planning/diagnostics,cycle_ms,39.81,13.911739
/control/diagnostics,cycle_time_ms,39.82,0.0
/control/diagnostics,cycle_time_ms,39.84,0.0
/control/diagnostics,cycle_time_ms,39.86,0.0
/control/diagnostics,cycle_time_ms,39.88,0.0
/control/diagnostics,cycle_time_ms,39.9,0.0
/planning/diagnostics,cycle_ms,39.913,16.090526
/control/diagnostics,cycle_time_ms,39.92,0.0
/control/diagnostics,cycle_time_ms,39.94,0.0
/control/diagnostics,cycle_time_ms,39.96,0.0
/control/diagnostics,cycle_time_ms,39.98,0.0
/control/diagnostics,cycle_time_ms,40.0,0.0
/planning/diagnostics,cycle_ms,40.01,13.777784
/control/diagnostics,cycle_time_ms,40.02,0.0
/perception/diagnostics,ground_ms,40.0,2.966217
/perception/diagnostics,cluster_ms,40.0,2.327098
/perception/diagnostics,fit_ms,40.0,1.100126
/perception/diagnostics,track_ms,40.0,0.141894
/perception/diagnostics,total_ms,40.0,6.648206
/control/diagnostics,cycle_time_ms,40.04,0.0
/control/diagnostics,cycle_time_ms,40.06,0.0
/control/diagnostics,cycle_time_ms,40.08,0.0
/control/diagnostics,cycle_time_ms,40.1,0.0
/planning/diagnostics,cycle_ms,40.111,13.85514
/control/diagnostics,cycle_time_ms,40.12,0.0
/control/diagnostics,cycle_time_ms,40.14,0.0
/control/diagnostics,cycle_time_ms,40.16,0.0
/control/diagnostics,cycle_time_ms,40.18,0.0
/control/diagnostics,cycle_time_ms,40.201,0.0
/planning/diagnostics,cycle_ms,40.208,15.622295
/control/diagnostics,cycle_time_ms,40.22,0.0
/control/diagnostics,cycle_time_ms,40.24,0.0
/control/diagnostics,cycle_time_ms,40.26,0.0
/control/diagnostics,cycle_time_ms,40.28,0.0
/control/diagnostics,cycle_time_ms,40.3,0.0
/planning/diagnostics,cycle_ms,40.31,15.491924
/control/diagnostics,cycle_time_ms,40.322,0.0
/control/diagnostics,cycle_time_ms,40.34,0.0
/control/diagnostics,cycle_time_ms,40.36,0.0
/control/diagnostics,cycle_time_ms,40.38,0.0
/control/diagnostics,cycle_time_ms,40.4,0.0
/planning/diagnostics,cycle_ms,40.411,15.866269
/control/diagnostics,cycle_time_ms,40.42,0.0
/control/diagnostics,cycle_time_ms,40.44,0.0
/control/diagnostics,cycle_time_ms,40.46,0.0
/control/diagnostics,cycle_time_ms,40.48,0.0
/control/diagnostics,cycle_time_ms,40.5,0.0
/planning/diagnostics,cycle_ms,40.51,14.844255
/control/diagnostics,cycle_time_ms,40.522,0.0
/control/diagnostics,cycle_time_ms,40.54,0.0
/control/diagnostics,cycle_time_ms,40.56,0.0
/control/diagnostics,cycle_time_ms,40.58,0.0
/control/diagnostics,cycle_time_ms,40.6,0.0
/planning/diagnostics,cycle_ms,40.617,18.875877
/control/diagnostics,cycle_time_ms,40.62,0.0
/control/diagnostics,cycle_time_ms,40.64,0.0
/control/diagnostics,cycle_time_ms,40.66,0.0
/control/diagnostics,cycle_time_ms,40.68,0.0
/control/diagnostics,cycle_time_ms,40.7,0.0
/planning/diagnostics,cycle_ms,40.713,14.024844
/control/diagnostics,cycle_time_ms,40.72,0.0
/control/diagnostics,cycle_time_ms,40.74,0.0
/control/diagnostics,cycle_time_ms,40.76,0.0
/control/diagnostics,cycle_time_ms,40.78,0.0
/control/diagnostics,cycle_time_ms,40.8,0.0
/planning/diagnostics,cycle_ms,40.811,15.395364
/control/diagnostics,cycle_time_ms,40.82,0.0
/control/diagnostics,cycle_time_ms,40.84,0.0
/control/diagnostics,cycle_time_ms,40.86,0.0
/control/diagnostics,cycle_time_ms,40.88,0.0
/control/diagnostics,cycle_time_ms,40.9,0.0
/planning/diagnostics,cycle_ms,40.911,15.850292
/control/diagnostics,cycle_time_ms,40.921,1.0
/control/diagnostics,cycle_time_ms,40.941,1.0
/control/diagnostics,cycle_time_ms,40.96,0.0
/control/diagnostics,cycle_time_ms,40.98,0.0
/control/diagnostics,cycle_time_ms,41.0,0.0
/planning/diagnostics,cycle_ms,41.012,15.547555
/control/diagnostics,cycle_time_ms,41.02,0.0
/perception/diagnostics,ground_ms,41.0,3.152594
/perception/diagnostics,cluster_ms,41.0,1.939135
/perception/diagnostics,fit_ms,41.0,0.981215
/perception/diagnostics,track_ms,41.0,0.077033
/perception/diagnostics,total_ms,41.0,6.283215
/control/diagnostics,cycle_time_ms,41.04,0.0
/control/diagnostics,cycle_time_ms,41.06,0.0
/control/diagnostics,cycle_time_ms,41.08,0.0
/control/diagnostics,cycle_time_ms,41.1,0.0
/planning/diagnostics,cycle_ms,41.111,16.568365
/control/diagnostics,cycle_time_ms,41.12,0.0
/control/diagnostics,cycle_time_ms,41.14,0.0
/control/diagnostics,cycle_time_ms,41.16,0.0
/control/diagnostics,cycle_time_ms,41.18,0.0
/control/diagnostics,cycle_time_ms,41.2,0.0
/planning/diagnostics,cycle_ms,41.208,15.484982
/control/diagnostics,cycle_time_ms,41.22,0.0
/control/diagnostics,cycle_time_ms,41.24,0.0
/control/diagnostics,cycle_time_ms,41.26,0.0
/control/diagnostics,cycle_time_ms,41.28,0.0
/control/diagnostics,cycle_time_ms,41.3,0.0
/planning/diagnostics,cycle_ms,41.311,15.614972
/control/diagnostics,cycle_time_ms,41.32,0.0
/control/diagnostics,cycle_time_ms,41.34,0.0
/control/diagnostics,cycle_time_ms,41.36,0.0
/control/diagnostics,cycle_time_ms,41.38,0.0
/control/diagnostics,cycle_time_ms,41.4,0.0
/planning/diagnostics,cycle_ms,41.408,16.25376
/control/diagnostics,cycle_time_ms,41.42,0.0
/control/diagnostics,cycle_time_ms,41.44,0.0
/control/diagnostics,cycle_time_ms,41.46,0.0
/control/diagnostics,cycle_time_ms,41.48,0.0
/control/diagnostics,cycle_time_ms,41.5,0.0
/planning/diagnostics,cycle_ms,41.508,15.203368
/control/diagnostics,cycle_time_ms,41.52,0.0
/control/diagnostics,cycle_time_ms,41.54,0.0
/control/diagnostics,cycle_time_ms,41.56,0.0
/control/diagnostics,cycle_time_ms,41.58,0.0
/control/diagnostics,cycle_time_ms,41.6,0.0
/planning/diagnostics,cycle_ms,41.609,15.293464
/control/diagnostics,cycle_time_ms,41.62,0.0
/control/diagnostics,cycle_time_ms,41.64,0.0
/control/diagnostics,cycle_time_ms,41.66,0.0
/control/diagnostics,cycle_time_ms,41.68,0.0
/control/diagnostics,cycle_time_ms,41.7,0.0
/planning/diagnostics,cycle_ms,41.709,15.154005
/control/diagnostics,cycle_time_ms,41.72,0.0
/control/diagnostics,cycle_time_ms,41.74,0.0
/control/diagnostics,cycle_time_ms,41.76,0.0
/control/diagnostics,cycle_time_ms,41.78,0.0
/control/diagnostics,cycle_time_ms,41.8,0.0
/planning/diagnostics,cycle_ms,41.811,14.782914
/control/diagnostics,cycle_time_ms,41.82,0.0
/control/diagnostics,cycle_time_ms,41.84,0.0
/control/diagnostics,cycle_time_ms,41.86,0.0
/control/diagnostics,cycle_time_ms,41.88,0.0
/control/diagnostics,cycle_time_ms,41.9,0.0
/planning/diagnostics,cycle_ms,41.909,15.715889
/control/diagnostics,cycle_time_ms,41.921,0.0
/control/diagnostics,cycle_time_ms,41.94,0.0
/control/diagnostics,cycle_time_ms,41.96,0.0
/control/diagnostics,cycle_time_ms,41.98,0.0
/control/diagnostics,cycle_time_ms,42.0,0.0
/planning/diagnostics,cycle_ms,42.006,26.01061
/control/diagnostics,cycle_time_ms,42.022,2.0
/perception/diagnostics,ground_ms,42.0,3.316879
/perception/diagnostics,cluster_ms,42.0,2.111718
/perception/diagnostics,fit_ms,42.0,1.247121
/perception/diagnostics,track_ms,42.0,0.100457
/perception/diagnostics,total_ms,42.0,6.932667
/control/diagnostics,cycle_time_ms,42.04,0.0
/control/diagnostics,cycle_time_ms,42.06,0.0
/control/diagnostics,cycle_time_ms,42.08,0.0
/control/diagnostics,cycle_time_ms,42.1,0.0
/planning/diagnostics,cycle_ms,42.106,14.825335
/control/diagnostics,cycle_time_ms,42.12,0.0
/control/diagnostics,cycle_time_ms,42.14,0.0
/control/diagnostics,cycle_time_ms,42.16,0.0
/control/diagnostics,cycle_time_ms,42.18,0.0
/control/diagnostics,cycle_time_ms,42.2,0.0
/planning/diagnostics,cycle_ms,42.21,14.70289
/control/diagnostics,cycle_time_ms,42.22,0.0
/control/diagnostics,cycle_time_ms,42.24,0.0
/control/diagnostics,cycle_time_ms,42.26,0.0
/control/diagnostics,cycle_time_ms,42.28,0.0
/control/diagnostics,cycle_time_ms,42.3,0.0
/planning/diagnostics,cycle_ms,42.311,13.729676
/control/diagnostics,cycle_time_ms,42.32,0.0
/control/diagnostics,cycle_time_ms,42.34,0.0
/control/diagnostics,cycle_time_ms,42.36,0.0
/control/diagnostics,cycle_time_ms,42.38,0.0
/control/diagnostics,cycle_time_ms,42.4,0.0
/planning/diagnostics,cycle_ms,42.409,14.691099
/control/diagnostics,cycle_time_ms,42.42,0.0
/control/diagnostics,cycle_time_ms,42.44,0.0
/control/diagnostics,cycle_time_ms,42.46,0.0
/control/diagnostics,cycle_time_ms,42.48,0.0
/control/diagnostics,cycle_time_ms,42.5,0.0
/planning/diagnostics,cycle_ms,42.508,13.439536
/control/diagnostics,cycle_time_ms,42.52,0.0
/control/diagnostics,cycle_time_ms,42.54,0.0
/control/diagnostics,cycle_time_ms,42.56,0.0
/control/diagnostics,cycle_time_ms,42.58,0.0
/control/diagnostics,cycle_time_ms,42.6,0.0
/planning/diagnostics,cycle_ms,42.612,15.003544
/control/diagnostics,cycle_time_ms,42.62,0.0
/control/diagnostics,cycle_time_ms,42.64,0.0
/control/diagnostics,cycle_time_ms,42.66,0.0
/control/diagnostics,cycle_time_ms,42.68,0.0
/control/diagnostics,cycle_time_ms,42.7,0.0
/planning/diagnostics,cycle_ms,42.71,12.405845
/control/diagnostics,cycle_time_ms,42.72,0.0
/control/diagnostics,cycle_time_ms,42.74,0.0
/control/diagnostics,cycle_time_ms,42.76,0.0
/control/diagnostics,cycle_time_ms,42.78,0.0
/control/diagnostics,cycle_time_ms,42.8,0.0
/planning/diagnostics,cycle_ms,42.807,13.311318
/control/diagnostics,cycle_time_ms,42.82,0.0
/control/diagnostics,cycle_time_ms,42.84,0.0
/control/diagnostics,cycle_time_ms,42.86,0.0
/control/diagnostics,cycle_time_ms,42.88,0.0
/control/diagnostics,cycle_time_ms,42.9,0.0
/planning/diagnostics,cycle_ms,42.907,11.754863
/control/diagnostics,cycle_time_ms,42.92,0.0
/control/diagnostics,cycle_time_ms,42.94,0.0
/control/diagnostics,cycle_time_ms,42.96,0.0
/control/diagnostics,cycle_time_ms,42.98,0.0
/control/diagnostics,cycle_time_ms,43.0,0.0
/planning/diagnostics,cycle_ms,43.009,14.574136
/control/diagnostics,cycle_time_ms,43.02,0.0
/perception/diagnostics,ground_ms,43.0,3.091761
/perception/diagnostics,cluster_ms,43.0,2.707696
/perception/diagnostics,fit_ms,43.0,0.894554
/perception/diagnostics,track_ms,43.0,0.056385
/perception/diagnostics,total_ms,43.0,6.896337
/control/diagnostics,cycle_time_ms,43.04,0.0
/control/diagnostics,cycle_time_ms,43.06,0.0
/control/diagnostics,cycle_time_ms,43.08,0.0
/control/diagnostics,cycle_time_ms,43.1,0.0
/planning/diagnostics,cycle_ms,43.107,10.60254
/control/diagnostics,cycle_time_ms,43.12,0.0
/control/diagnostics,cycle_time_ms,43.14,0.0
/control/diagnostics,cycle_time_ms,43.16,0.0
/control/diagnostics,cycle_time_ms,43.18,0.0
/control/diagnostics,cycle_time_ms,43.2,0.0
/planning/diagnostics,cycle_ms,43.206,11.111684
/control/diagnostics,cycle_time_ms,43.22,0.0
/control/diagnostics,cycle_time_ms,43.24,0.0
/control/diagnostics,cycle_time_ms,43.26,0.0
/control/diagnostics,cycle_time_ms,43.28,0.0
/control/diagnostics,cycle_time_ms,43.3,0.0
/planning/diagnostics,cycle_ms,43.306,9.380657
/control/diagnostics,cycle_time_ms,43.32,0.0
/control/diagnostics,cycle_time_ms,43.34,0.0
/control/diagnostics,cycle_time_ms,43.36,0.0
/control/diagnostics,cycle_time_ms,43.38,0.0
/control/diagnostics,cycle_time_ms,43.4,0.0
/planning/diagnostics,cycle_ms,43.405,9.977147
/control/diagnostics,cycle_time_ms,43.42,0.0
/control/diagnostics,cycle_time_ms,43.44,0.0
/control/diagnostics,cycle_time_ms,43.46,0.0
/control/diagnostics,cycle_time_ms,43.48,0.0
/control/diagnostics,cycle_time_ms,43.5,0.0
/planning/diagnostics,cycle_ms,43.508,7.856832
/control/diagnostics,cycle_time_ms,43.52,0.0
/control/diagnostics,cycle_time_ms,43.54,0.0
/control/diagnostics,cycle_time_ms,43.56,0.0
/control/diagnostics,cycle_time_ms,43.58,0.0
/control/diagnostics,cycle_time_ms,43.6,0.0
/planning/diagnostics,cycle_ms,43.608,11.053807
/control/diagnostics,cycle_time_ms,43.62,0.0
/control/diagnostics,cycle_time_ms,43.64,0.0
/control/diagnostics,cycle_time_ms,43.66,0.0
/control/diagnostics,cycle_time_ms,43.68,0.0
/control/diagnostics,cycle_time_ms,43.7,0.0
/planning/diagnostics,cycle_ms,43.706,8.124612
/control/diagnostics,cycle_time_ms,43.72,0.0
/control/diagnostics,cycle_time_ms,43.74,0.0
/control/diagnostics,cycle_time_ms,43.76,0.0
/control/diagnostics,cycle_time_ms,43.78,0.0
/control/diagnostics,cycle_time_ms,43.8,0.0
/planning/diagnostics,cycle_ms,43.807,7.859196
/control/diagnostics,cycle_time_ms,43.82,0.0
/control/diagnostics,cycle_time_ms,43.84,0.0
/control/diagnostics,cycle_time_ms,43.86,0.0
/control/diagnostics,cycle_time_ms,43.88,0.0
/control/diagnostics,cycle_time_ms,43.9,0.0
/planning/diagnostics,cycle_ms,43.908,9.578236
/control/diagnostics,cycle_time_ms,43.92,0.0
/control/diagnostics,cycle_time_ms,43.94,0.0
/control/diagnostics,cycle_time_ms,43.96,0.0
/control/diagnostics,cycle_time_ms,43.98,0.0
/control/diagnostics,cycle_time_ms,44.0,0.0
/planning/diagnostics,cycle_ms,44.006,9.121754
/control/diagnostics,cycle_time_ms,44.02,0.0
/perception/diagnostics,ground_ms,44.0,3.10228
/perception/diagnostics,cluster_ms,44.0,1.729593
/perception/diagnostics,fit_ms,44.0,1.697808
/perception/diagnostics,track_ms,44.0,0.049552
/perception/diagnostics,total_ms,44.0,6.689269
/control/diagnostics,cycle_time_ms,44.04,0.0
/control/diagnostics,cycle_time_ms,44.06,0.0
/control/diagnostics,cycle_time_ms,44.08,0.0
/control/diagnostics,cycle_time_ms,44.1,0.0
/planning/diagnostics,cycle_ms,44.11,12.091373
/control/diagnostics,cycle_time_ms,44.12,0.0
/control/diagnostics,cycle_time_ms,44.14,0.0
/control/diagnostics,cycle_time_ms,44.16,0.0
/control/diagnostics,cycle_time_ms,44.18,0.0
/control/diagnostics,cycle_time_ms,44.2,0.0
/planning/diagnostics,cycle_ms,44.205,10.948658
/control/diagnostics,cycle_time_ms,44.22,0.0
/control/diagnostics,cycle_time_ms,44.24,0.0
/control/diagnostics,cycle_time_ms,44.26,0.0
/control/diagnostics,cycle_time_ms,44.28,0.0
/control/diagnostics,cycle_time_ms,44.3,0.0
/planning/diagnostics,cycle_ms,44.309,11.919297
/control/diagnostics,cycle_time_ms,44.32,0.0
/control/diagnostics,cycle_time_ms,44.34,0.0
/control/diagnostics,cycle_time_ms,44.36,0.0
/control/diagnostics,cycle_time_ms,44.38,0.0
/control/diagnostics,cycle_time_ms,44.4,0.0
/planning/diagnostics,cycle_ms,44.407,12.555689
/control/diagnostics,cycle_time_ms,44.42,0.0
/control/diagnostics,cycle_time_ms,44.44,0.0
/control/diagnostics,cycle_time_ms,44.46,0.0
/control/diagnostics,cycle_time_ms,44.48,0.0
/control/diagnostics,cycle_time_ms,44.5,0.0
/planning/diagnostics,cycle_ms,44.505,10.123769
/control/diagnostics,cycle_time_ms,44.52,0.0
/control/diagnostics,cycle_time_ms,44.54,0.0
/control/diagnostics,cycle_time_ms,44.56,0.0
/control/diagnostics,cycle_time_ms,44.58,0.0
/control/diagnostics,cycle_time_ms,44.6,0.0
/planning/diagnostics,cycle_ms,44.608,9.818171
/control/diagnostics,cycle_time_ms,44.622,0.0
/control/diagnostics,cycle_time_ms,44.64,0.0
/control/diagnostics,cycle_time_ms,44.66,0.0
/control/diagnostics,cycle_time_ms,44.68,0.0
/control/diagnostics,cycle_time_ms,44.7,0.0
/planning/diagnostics,cycle_ms,44.709,10.850031
/control/diagnostics,cycle_time_ms,44.721000000000004,0.0
/control/diagnostics,cycle_time_ms,44.74,0.0
/control/diagnostics,cycle_time_ms,44.76,0.0
/control/diagnostics,cycle_time_ms,44.78,0.0
/control/diagnostics,cycle_time_ms,44.8,0.0
/planning/diagnostics,cycle_ms,44.807,10.72594
/control/diagnostics,cycle_time_ms,44.82,0.0
/control/diagnostics,cycle_time_ms,44.84,0.0
/control/diagnostics,cycle_time_ms,44.86,0.0
/control/diagnostics,cycle_time_ms,44.88,0.0
/control/diagnostics,cycle_time_ms,44.9,0.0
/planning/diagnostics,cycle_ms,44.9,8.905071
/control/diagnostics,cycle_time_ms,44.92,0.0
/control/diagnostics,cycle_time_ms,44.94,0.0
/control/diagnostics,cycle_time_ms,44.96,0.0
/control/diagnostics,cycle_time_ms,44.98,0.0
/control/diagnostics,cycle_time_ms,45.0,0.0
/planning/diagnostics,cycle_ms,45.009,11.259048
/control/diagnostics,cycle_time_ms,45.02,0.0
/control/diagnostics,cycle_time_ms,45.04,0.0
/perception/diagnostics,ground_ms,45.0,3.149525
/perception/diagnostics,cluster_ms,45.0,2.149749
/perception/diagnostics,fit_ms,45.0,0.722483
/perception/diagnostics,track_ms,45.0,0.060192
/perception/diagnostics,total_ms,45.0,6.28099
/control/diagnostics,cycle_time_ms,45.06,0.0
/control/diagnostics,cycle_time_ms,45.08,0.0
/control/diagnostics,cycle_time_ms,45.1,0.0
/planning/diagnostics,cycle_ms,45.1,11.494191
/control/diagnostics,cycle_time_ms,45.12,0.0
/control/diagnostics,cycle_time_ms,45.14,0.0
/control/diagnostics,cycle_time_ms,45.16,0.0
/control/diagnostics,cycle_time_ms,45.18,0.0
/control/diagnostics,cycle_time_ms,45.2,0.0
/planning/diagnostics,cycle_ms,45.21,10.589789
/control/diagnostics,cycle_time_ms,45.22,0.0
/control/diagnostics,cycle_time_ms,45.24,0.0
/control/diagnostics,cycle_time_ms,45.26,0.0
/control/diagnostics,cycle_time_ms,45.28,0.0
/control/diagnostics,cycle_time_ms,45.3,0.0
/planning/diagnostics,cycle_ms,45.31,11.718374
/control/diagnostics,cycle_time_ms,45.32,0.0
/control/diagnostics,cycle_time_ms,45.34,0.0
/control/diagnostics,cycle_time_ms,45.36,0.0
/control/diagnostics,cycle_time_ms,45.38,0.0
/control/diagnostics,cycle_time_ms,45.4,0.0
/planning/diagnostics,cycle_ms,45.407,11.8958
/control/diagnostics,cycle_time_ms,45.42,0.0
/control/diagnostics,cycle_time_ms,45.44,0.0
/control/diagnostics,cycle_time_ms,45.46,0.0
/control/diagnostics,cycle_time_ms,45.48,0.0
/control/diagnostics,cycle_time_ms,45.5,0.0
/planning/diagnostics,cycle_ms,45.508,12.857757
/control/diagnostics,cycle_time_ms,45.52,0.0
/control/diagnostics,cycle_time_ms,45.542,0.0
/control/diagnostics,cycle_time_ms,45.56,0.0
/control/diagnostics,cycle_time_ms,45.58,0.0
/control/diagnostics,cycle_time_ms,45.6,0.0
/planning/diagnostics,cycle_ms,45.609,9.804386
/control/diagnostics,cycle_time_ms,45.621,0.0
/control/diagnostics,cycle_time_ms,45.64,0.0
/control/diagnostics,cycle_time_ms,45.66,0.0
/control/diagnostics,cycle_time_ms,45.68,0.0
/control/diagnostics,cycle_time_ms,45.7,0.0
/planning/diagnostics,cycle_ms,45.711,12.580646
/control/diagnostics,cycle_time_ms,45.72,0.0
/control/diagnostics,cycle_time_ms,45.74,0.0
/control/diagnostics,cycle_time_ms,45.76,0.0
/control/diagnostics,cycle_time_ms,45.78,0.0
/control/diagnostics,cycle_time_ms,45.8,0.0
/planning/diagnostics,cycle_ms,45.81,11.956721
/control/diagnostics,cycle_time_ms,45.82,0.0
/control/diagnostics,cycle_time_ms,45.84,0.0
/control/diagnostics,cycle_time_ms,45.86,0.0
/control/diagnostics,cycle_time_ms,45.88,0.0
/control/diagnostics,cycle_time_ms,45.9,0.0
/planning/diagnostics,cycle_ms,45.909,12.208015
/control/diagnostics,cycle_time_ms,45.92,0.0
/control/diagnostics,cycle_time_ms,45.94,0.0
/control/diagnostics,cycle_time_ms,45.96,0.0
/control/diagnostics,cycle_time_ms,45.98,0.0
/control/diagnostics,cycle_time_ms,46.0,0.0
/planning/diagnostics,cycle_ms,46.009,15.581341
/control/diagnostics,cycle_time_ms,46.02,0.0
/perception/diagnostics,ground_ms,46.0,3.084006
/perception/diagnostics,cluster_ms,46.0,1.126766
/perception/diagnostics,fit_ms,46.0,0.70456
/perception/diagnostics,track_ms,46.0,0.184042
/perception/diagnostics,total_ms,46.0,5.206063
/control/diagnostics,cycle_time_ms,46.04,0.0
/control/diagnostics,cycle_time_ms,46.06,0.0
/control/diagnostics,cycle_time_ms,46.08,0.0
/control/diagnostics,cycle_time_ms,46.101,0.0
/planning/diagnostics,cycle_ms,46.113,16.444106
/control/diagnostics,cycle_time_ms,46.12,0.0
/control/diagnostics,cycle_time_ms,46.14,0.0
/control/diagnostics,cycle_time_ms,46.16,0.0
/control/diagnostics,cycle_time_ms,46.18,0.0
/control/diagnostics,cycle_time_ms,46.2,0.0
/planning/diagnostics,cycle_ms,46.211,16.262147
/control/diagnostics,cycle_time_ms,46.22,0.0
/control/diagnostics,cycle_time_ms,46.24,0.0
/control/diagnostics,cycle_time_ms,46.26,0.0
/control/diagnostics,cycle_time_ms,46.28,0.0
/control/diagnostics,cycle_time_ms,46.3,0.0
/planning/diagnostics,cycle_ms,46.31,16.490328
/control/diagnostics,cycle_time_ms,46.32,0.0
/control/diagnostics,cycle_time_ms,46.34,0.0
/control/diagnostics,cycle_time_ms,46.36,0.0
/control/diagnostics,cycle_time_ms,46.38,0.0
/control/diagnostics,cycle_time_ms,46.4,0.0
/planning/diagnostics,cycle_ms,46.409,16.383612
/control/diagnostics,cycle_time_ms,46.42,0.0
/control/diagnostics,cycle_time_ms,46.44,0.0
/control/diagnostics,cycle_time_ms,46.46,0.0
/control/diagnostics,cycle_time_ms,46.48,0.0
/control/diagnostics,cycle_time_ms,46.5,0.0
/planning/diagnostics,cycle_ms,46.515,21.233691
/control/diagnostics,cycle_time_ms,46.52,0.0
/control/diagnostics,cycle_time_ms,46.54,0.0
/control/diagnostics,cycle_time_ms,46.56,0.0
/control/diagnostics,cycle_time_ms,46.58,0.0
/control/diagnostics,cycle_time_ms,46.6,0.0
/planning/diagnostics,cycle_ms,46.618,20.18428
/control/diagnostics,cycle_time_ms,46.62,0.0
/control/diagnostics,cycle_time_ms,46.64,0.0
/control/diagnostics,cycle_time_ms,46.66,0.0
/control/diagnostics,cycle_time_ms,46.68,0.0
/control/diagnostics,cycle_time_ms,46.7,0.0
/planning/diagnostics,cycle_ms,46.715,17.497042
/control/diagnostics,cycle_time_ms,46.72,0.0
/control/diagnostics,cycle_time_ms,46.74,0.0
/control/diagnostics,cycle_time_ms,46.76,0.0
/control/diagnostics,cycle_time_ms,46.78,0.0
/control/diagnostics,cycle_time_ms,46.8,0.0
/planning/diagnostics,cycle_ms,46.814,16.942932
/control/diagnostics,cycle_time_ms,46.82,0.0
/control/diagnostics,cycle_time_ms,46.84,0.0
/control/diagnostics,cycle_time_ms,46.86,0.0
/control/diagnostics,cycle_time_ms,46.88,0.0
/control/diagnostics,cycle_time_ms,46.9,0.0
/planning/diagnostics,cycle_ms,46.911,17.426632
/control/diagnostics,cycle_time_ms,46.92,0.0
/control/diagnostics,cycle_time_ms,46.94,0.0
/control/diagnostics,cycle_time_ms,46.96,0.0
/control/diagnostics,cycle_time_ms,46.98,0.0
/control/diagnostics,cycle_time_ms,47.0,0.0
/planning/diagnostics,cycle_ms,47.009,17.358577
/control/diagnostics,cycle_time_ms,47.02,0.0
/perception/diagnostics,ground_ms,47.0,4.19907
/perception/diagnostics,cluster_ms,47.0,1.228314
/perception/diagnostics,fit_ms,47.0,0.988299
/perception/diagnostics,track_ms,47.0,0.130973
/perception/diagnostics,total_ms,47.0,6.678261
/control/diagnostics,cycle_time_ms,47.04,0.0
/control/diagnostics,cycle_time_ms,47.06,0.0
/control/diagnostics,cycle_time_ms,47.08,0.0
/control/diagnostics,cycle_time_ms,47.1,0.0
/planning/diagnostics,cycle_ms,47.11,18.196563
/control/diagnostics,cycle_time_ms,47.12,0.0
/control/diagnostics,cycle_time_ms,47.14,0.0
/control/diagnostics,cycle_time_ms,47.16,0.0
/control/diagnostics,cycle_time_ms,47.18,0.0
/control/diagnostics,cycle_time_ms,47.2,0.0
/planning/diagnostics,cycle_ms,47.213,15.412647
/control/diagnostics,cycle_time_ms,47.22,0.0
/control/diagnostics,cycle_time_ms,47.24,0.0
/control/diagnostics,cycle_time_ms,47.26,0.0
/control/diagnostics,cycle_time_ms,47.28,0.0
/control/diagnostics,cycle_time_ms,47.3,0.0
/planning/diagnostics,cycle_ms,47.31,16.836284
/control/diagnostics,cycle_time_ms,47.32,0.0
/control/diagnostics,cycle_time_ms,47.34,0.0
/control/diagnostics,cycle_time_ms,47.36,0.0
/control/diagnostics,cycle_time_ms,47.38,0.0
/control/diagnostics,cycle_time_ms,47.4,0.0
/planning/diagnostics,cycle_ms,47.413,17.418176
/control/diagnostics,cycle_time_ms,47.42,0.0
/control/diagnostics,cycle_time_ms,47.44,0.0
/control/diagnostics,cycle_time_ms,47.46,0.0
/control/diagnostics,cycle_time_ms,47.48,0.0
/control/diagnostics,cycle_time_ms,47.5,0.0
/planning/diagnostics,cycle_ms,47.509,15.094142
